text	sentiment
while this is probably director gus van sant's most conservative film ( you'd hardly know it's the same director of " to die for , " the only van sant film i've seen , really ) , it's still a pretty remarkable film , albeit a tad overrated ( what's this " best picture " deal ? ) . 	1
and if a film puts a smile on my face despite posessing a lot of flaws , i have no problem with reccomending it to anyone . 	1
i guess it's a credit to jackie chan and the general likeability of the franchise that rush hour 2 could not be ruined even by the nauseating " comedy " of chris tucker . 	1
i'm a fan of jackie chan in just about any medium , and this movie lets him not only do his impressive-as-ever martial arts schtick , but show off his comic timing as well . 	1
it would have worked better if he was the only name above the title . 	1
the plot is your basic martial arts flick clothesline for stunts and special effects . 	1
this time around , the evil smugglers are led by ricky tan ( john lone ) , who makes his fortune by shipping counterfeit money into the united states ( i'm still not sure how you can make a fortune doing that : is there a place where one can exchange fake bills for real ones ? ) . 	1
the only way to tell the phony money from the genuine article is to set it on fire and see what color it burns . 	1
of course , it's up to hong kong detective lee ( chan ) and trash-talking lapd detective james carter ( tucker ) to take the bad guys out and the authorities , to the extent that they even exist , stay out of their way . 	1
rush hour 2 turns the tables on the first film in that here it's carter who gets the two of them into trouble and lee who winds up having to get them out . 	1
i guarantee that my rating would have been at least a half of a grade higher had anyone other than chris tucker been cast as the foil for jackie chan . 	1
he refuses to shut up . 	1
not only did his voice feel like a jackhammer on my head , but his jokes just aren't funny , a pathetic mixture of sub-par eddie murphy fasttalking blather and wannabe chris rock white-man-black-man jokes that wind up being more offensive than funny . 	1
i realize that in a movie like this some of the biggest laughs come from letting the actors ad lib beyond what the script dictates , but didn't anyone realize how irritating tucker's incessant ranting and raving was ? 	1
if this is all the comedian has to offer then i don't care to see any more of his films . 	1
fortunately , chan makes for a marvelous straight man , and he redeems the fledgling comedy completely . 	1
it's not often that one actor can so completely save a movie , but there is no other name for what he does ; whenever he's on screen , rush hour 2 comes to nearly breathtaking , often hilarious , life . 	1
much of it hinges on the dubious value of how cute it is to watch chan try to be a " player , " but who cares ? 	1
i can think of few high concepts that are funnier . 	1
the movie ends with outtakes that , as usual , show that chan isn't perfect , and that it does , indeed , take him a few tries to get some of his incredible stunts to look seamless . 	1
chris tucker botches some lines as well , and his mistakes are funnier than anything he says in the whole movie . 	1
a lot of people have pointed out rush hour 2 isn't very different from its predecessor in tone or style . 	1
but i liked the original , and i like the sequel , though a certain sidekick seems to have done his best to ruin it . 	1
director brett ratner ( the family man ) keeps it moving at an entertaining pace and manages to keep the laughs coming despite the fairly miserable hit to miss ratio of the jokes ( i guess sometimes the shotgun approach works ) . 	1
it's not great jackie chan , but it's jackie chan , and that's enough . 	1
up next : jay and silent bob strike back 	1
some critics , including siskel & ebert , are on the record stating that martin scorsese's raging bull , the story of boxer jake la motta , is the best film of the '80s . 	1
since there are still a number of '80s films that i haven't seen , i don't feel qualified to make such a judgment , but i'll say this without hesitation : raging bull is a great motion picture , and i would be surprised if more than a handful of films released between january 1 , 1980 and december 31 , 1989 come close to its level . 	1
bio-pics often fall into one of two categories : overblown hero- worship or a dry , dull textbook account . 	1
it's rare that a movie with the moniker " based on the life of ? " comes across as anything more than sporadically energetic and marginally entertaining . 	1
raging bull is the perfect counterexample , and a brilliant argument for film makers to continue to work in this genre . 	1
the picture takes the life of boxer jake la motta , a middleweight icon from the '40s and '50s , and develops one of the most compelling character studies ever to reach the big screen . 	1
for all 129 minutes , director martin scorsese and actor robert de niro ( in the title role ) have us mesmerized by this individual who is by turns sympathetic , sad , and horrifying . 	1
historically , raging bull is said to be mostly accurately , with the lion's share of the details culled from la motta's own autobiography ( which was co-written with joseph carter and peter savage ) . 	1
however , although la motta is credited as the movie's " consultant , " he was reportedly unhappy with the final result , because it portrays him as nothing short of an uncouth , insensitive lout . 	1
the la motta of the movie is a man of extreme appetites who is driven by base , bestial impulses ? paranoia , jealousy , and blind rage . 	1
sex and violence are inextricably linked . 	1
the title is apt ? la motta is a raging bull . 	1
in the ring , he is a terror , not just beating his opponents , but destroying them . 	1
outside of it , he is no less vicious or more easily controlled . 	1
the two people who spar with him on life's canvas are his wife , vicki ( cathy moriarty ) , and his brother/manager , joey ( joe pesci ) . 	1
these are the two who mean the most to jake , and who , as a result of his inability to trust himself or others , he loses . 	1
he beats vicki mercilessly because he suspects her of infidelity , and , when he inaccurately believes that his brother betrayed him , his lets loose with an explosion of violence . 	1
raging bull opens in 1941 when la motta , an up-and-coming fighter , is battling his way into the upper echelon of the middleweight class . 	1
over the years , he wins several key bouts , including one against his arch-rival , sugar ray robinson ( johnny barnes ) , but his unwillingness to capitulate with the local godfather keeps him from an opportunity to participate in a championship match . 	1
meanwhile , away from the ring , la motta falls in love with 15-year old vicki , who he marries after discarding his shrewish first wife . 	1
vicki becomes jake's greatest prize ( a wife , in his view , is not a companion , but a possession ) and the source of his most extreme pain . 	1
his own insecurity is so great that he cannot accept that a woman as beautiful as vicki could be faithful to him . 	1
hence , he is constantly haunted by a belief that she is sleeping with someone else ? perhaps even his brother . 	1
 ( this leads to the famous line parodied in waiting for guffman and elsewhere : " are you f * * king my wife ? ? ? " ) 	1
in the late '40s , la motta gets his first shot at a championship fight , but with one huge condition : he must take a fall . 	1
he does it so badly that an investigation is launched and he is almost thrown out of boxing . 	1
two years later , he wins the championship , only to lose it in a subsequent bout to sugar ray . 	1
by the late '50s and early '60s , when the film ends , jake has become a pathetic figure ? a broke , overweight loser who has spent time in jail for corrupting the morals of a minor , has lost his wife and children , and is trying to earn a few bucks by doing a cheap standup routine . 	1
raging bull is the other side of rocky . 	1
sylvester stallone's tale of boxing triumph was released to great critical acclaim in 1976 . 	1
it won the 1977 best picture oscar , and a sequel arrived in theaters before raging bull went into production . 	1
but , where rocky romanticizes boxing , raging bull takes a cold , unflinching look at the violence both inside and outside of the ring . 	1
while scorsese's primary aim is to present a riveting deconstruction of la motta the man , he never backs away from showing the seedy , ugly underside of a sport where gambling , greed , and organized crime force fighters to throw matches to continue working . 	1
rocky shows boxing at its noblest ; raging bull shows it at its most diseased . 	1
there's little i can say here that hasn't already said about de niro's performance . 	1
in a career that has included many fine roles , this is his most outstanding . 	1
the level of intensity de niro brings to la motta is unwavering . 	1
and , although there's a lot of travis bickle ( de niro's character in taxi driver ) in la motta , scorsese and de niro go to great lengths to make sure that , if we never fully sympathize with him , at least we understand the forces that drive him . 	1
this is a complete characterization and a perfect example of acting . 	1
as the younger jake , de niro is trim and fit . 	1
as the fat , older man , de niro gained 50 pounds and turned his body into a grotesque parody of its normal form . 	1
how many actors would go that far ? 	1
the best oscar statue is only one testimony to the lasting power of the performance . 	1
cathy moriarty and joe pesci both earned nominations for their supporting work ( although neither won ) . 	1
their portrayals have the same raw energy that infuses de niro's . 	1
pesci , who has basically re-created the same personality in two other scorsese films ( goodfellas and casino ) , presents joey as a slightly more intelligent version of his brother . 	1
the misogyny and violence are still there , only better concealed . 	1
but , when joey snaps , as he does in one scene where he pounds on a mobster ( frank vincent ) , it's startling to behold . 	1
moriarty , on the other hand , must play the temptress with virginal qualities ? the only kind of woman who would ensnare jake . 	1
later , she's called upon to portray the battered wife and mother whose love has turned into fear . 	1
scorsese and cinematographer michael chapman elected to shoot the bulk of raging bull in black-and-white ( a few " home movie " segments are in color ) . 	1
the choice is perfect for the movie , giving raging bull a unique look in an era when a black-and-white approach is almost unheard of . 	1
 ( one important recent exception , schindler's list , eschewed color for some of the same reasons that raging bull did . ) 	1
in black-and-white ( especially considering scorsese's choice of shots and use of slow motion ) , the violence is stark and disturbing . 	1
there's no room for romanticism in the ring with inky black blood staining the canvas . 	1
during fight sequences , the director also uses a number of point-of-view shots designed to show the world , however briefly , from la motta's perspective . 	1
scorsese could have chosen to end the film with la motta's loss to sugar ray , where he surrendered his middleweight crown . 	1
after that , his career was all downhill . 	1
yet the director allows the film to run for thirty minutes after this pivotal moment , stretching more than a decade into la motta's future . 	1
the reason is obvious : scorsese isn't as interested in boxing as he is in the character . 	1
following his retirement , la motta is still as violent and volatile as ever , but he has lost the arena in which he can legally unleash those tendencies . 	1
we see the results of this beast let loose on society and how the consequences of his actions reduce him to a parody of his former self . 	1
who cannot feel a surge of pity for la motta as he quietly recites marlon brando's speech from on the waterfront ? 	1
 ( " i coulda been a contenda . " ) 	1
perhaps raging bull is indeed the best film of the '80s . 	1
and , if not , it's certainly perilously close to the zenith . 	1
much ballyhoo has been made over this new version of " lolita , " made in a time when one would think that a faithful adaptation of the infamous novel could be made , over its use of pedophilia , and as such , it's important to address it straight-forwardly , before any other ideals such as goodness and themes can be discussed , as this film has been in film limbo for a number of years , lying around in vaults san a distributor , and having critics waiting to either hail it a masterpiece or call it anticlimactic horseshit . 	1
when seeing this film , after all the hoopla , keeping in mind that there are people , namely me , who are fans of the novel , who have been eagerly awaiting this flick since its creation . . . well , 	1
you just have to wonder why no one really picked it up for distribution . 	1
what's even worse is that seeing this " lolita , " especially the first time and if you're familiar with anything " lolita , " is admittingly very anticlimactic . 	1
this is a real pity because when you really sit down to watch this film , ignoring all the crap that has preceeded it , it's really quite a film , perhaps the best film by director adrian lyne ( although , really , look at its competition : " flashdance , " " fatal attraction , " and " indecent proposal " ) , at least besides " jacob's ladder . " 	1
i've seen this " lolita " twice : the first time , i wasn't so blown away . 	1
it seemed overly dramatic and surprisingly unaffecting . 	1
the second time , not really thinking about how i've waited for what seems like forever to see it and how i'm seeing it on a tv set on a premium cable channel and not a giant movie theatre , it really affected me emotionally . 	1
the story itself is a surprisingly heartbreaking one , which is why it's such a good novel , and why this is such a good film . 	1
the story of a pedophile obsessed with a young 14-year old girl named dolores a . k . a . lolita is great because it's not trash for the perverted but because it's about human obsession with things that are out of one's reach . 	1
its protagonist , the comically-named humbert humbert , is not your average pedophile , but a seriously wounded human being who embodies how we are all destroyed by our sick obsessions and idosyncrasies . 	1
the character of lolita is almost a symbol of the forbidden apple in christian mythology , something that will destroy us but that we can't live without . 	1
these ideas are all worked into this film nicely , but done in a way that is not heavy-handed at all , but instead lyrical and emotionally devastating . 	1
the focus of this film , and the reason for making it , it seems , was to really penetrate the emotional depths of the novel and bring them to life on the screen in beautifully dramatic images , and scenes which are blatantly over-stylized . 	1
the tone of the book is a comical one , but it's also a tragic one , and humbert , telling the story from his perspective , blows every single thing out of perspective . 	1
humbert exists in a fantsy world of his obsessions and desires , and this reflects the way the entire film has been designed . 	1
we get a sense that perhaps it's by doing this that humbert has really trapped himself into a fate that will ultimately leave him haggard and destroyed . 	1
he weeps uncontrollably and never lets himself get over his original 14-year-old love , and allows himself to embody her as lolita . 	1
he lets his feelings for her navigate all his decisions , and by the end , he has nothing but overly-dramatic feelings for her . 	1
the story recognizes the extreme of this , almost out of a test , seeing if the readers will really sympathize with someone who is socially deemed a pervert , and one almost wonders while reading the book if the author , vladimir nabokov , wrote the book as a means to bring into focus his own sick obsessions , and perhaps bring them to peace . 	1
the weirdest thing about this film is that by the end , when humbert has reached the finale of his obsessional journey , we can easily sympathize and even identify with him . 	1
the opening and final images of the film are the same , and who hasn't done a similar action , that is wandering about without any sense of reality or anything else but a deep sadness in us ? 	1
this is the second time the novel has been adapted for the screen , the first time being filmed in - shock - 1962 , by stanley kubrick , who couldn't possibly have brought the novel to the screen with as much faithfulness as lyne has been able to do , but did the next best thing : he economized for everything and came up with a droll black comedy about obsession in general . 	1
in that film , he used the traps of society as benefits . 	1
the studio demanded the final scene , that of a heinous murder , come first in the film so to portray humbert first as a murderer and second as a pedophile . . . and 	1
when you see it , it gives the film depth of a man trapped by obsession . 	1
the censors wouldn't allow anymore than a couple glances and subtle dialogue to show the , um , relationship between humbert and lolita , so kubrick decided to play it as comedy , but still allow the tragedy to seep through . 	1
looking at these two versions , especially after reading the novel ( and we all know that when we've read a novel and see a film adaptation , we are bound to be angered by any size differences ) , it's really impossible to compare them . 	1
they both go for different things , and one has a lot more room to be as sexually frank as the novel was . 	1
and although it's true that several scenes are similar , and are thus up for comparison , overall it's unfair to say which one is better and which one is worse . 	1
i have never been one for saying the level of greatness of a film adaptation of a novel is deemed by how faithful it is , and i won't say that here . 	1
however , this film is pretty amazing , mostly because hey , i loved the book , and this film nearly reminded me of it . 	1
it doesn't have nearly as much wit ( a couple comical scenes , and even a lot of good chuckles , but just not totally witty ) , but it does have the same emotional toll that the novel had . 	1
some of that is in the casting of the two leads . 	1
jeremy irons , with his deep , soft british voice and gentle look , is an amazing humbert . 	1
he's droll in a very unique way , and , well , no one can look distraught the way he does . 	1
he brings a wonderful sympathy to the role that goes beyond pathos and really comes up as being easy to identify with the audience . 	1
and when he looks at lolita with love , and she looks at him with lust , you know that he's her prisoner for as long as he lives . 	1
and dominique swain , who plays the title character , is rather incredible . 	1
she pulls off the tough role even better than sue lyon did in the original , wonderfully balancing the qualities of seduction , bratiness , and self-centeredness that marks the character . 	1
it's easy to see why she surrenders to humbert : she loves the attention , and knows that she can have her way with him at any time . 	1
when he denies her something , she blackmails him effortlessly ( a scene involving a rocking chair and a little foot action is damn near classic ) , and when he stands up to her , she weeps and runs away , leaving humbert to follow her . 	1
there are two other minor characters in the film , one who's a road block in the beginning , and the other who's a reappearing threat to the relationship . 	1
the former is charlotte , lolita's mother , played by melanie griffith . 	1
in the book , charlotte is a monster of a woman : overbearing , constantly scolding her child , overly-religious , and ultimately selfish . 	1
and she's the one obstacle humbert has to overcome to obtain his goal , at least in the beginning . 	1
as played by shelly winters in the original , she represented all these qualities ; as played by griffith here , she's about half of them . 	1
it's annoying to watch a film and play a game where you try to see who could have done the role way better than the one on screen without mentioning the actor who played them first . 	1
and even though griffith is not really bad , persay , she's nothing more . 	1
the other is clare quilty , the writer who is also trying to seduce lolita , and succeeds , but at a price . 	1
langella takes a totally different direction than the one peter sellars took in the original . 	1
quilty was a comic character in the original : a threat in the form of many forms , popping in states of rambling , german , proning , and eventually drunk . 	1
langella takes the other route , allowing all of the creepiness to be unearthed , and the result is a character who exists in shadows and low shots , and who meets a wonderfully ironic ending , the exact opposite of what we thought of him . 	1
as you can see , most of these are not improvements or mistakes done on the part of lyne and his screenwriter , stephen schiff , but just parts of a whole new look at the novel , at least cinema-wise . 	1
this version is beautiful , and perpetually saddening . 	1
the camera movements are stylized , and each shot is breathtakingly rich . 	1
the acting is for the most part wonderful , and when we watch it , we really get a sense that for humbert , who is telling the story , the only two people on earth most of the time were humbert and lolita . 	1
more importantly , it takes us right up the brink of emotion , then jumps right over it . 	1
by the end , with humbert sadly driving recklessly in his car , following what he says is the only part of his life he doesn't regret , we feel that we all lose to something we can never have . 	1
capsule : side-splitting comedy that follows its own merciless logic almost through to the end . . . 	1
but not without providing a good deal of genuine laughs . 	1
most comedies these days have one flaw . 	1
they're not funny . 	1
they think they're funny , but they are devoid of anything really penetrating or dastardly . 	1
occasionally a good funny movie sneaks past the deadening hollywood preconceptions of humor and we get a real gem : ruthless people , for instance , which established a microcosm of a setup and played it out to the bitter end . 	1
liar liar is built the same way and is just about as funny . 	1
this is one of the few movies i've seen where i was laughing consistently almost all the way through : instead of a couple of set-pieces that inspired a laugh ( think of the dismal fatal instinct ) , the whole movie works like clockwork . 	1
jim carrey playes a high-powered lawyer , to whom lying is as natural as breathing . 	1
there is one thing he takes seriously , though : his son , and we can sense the affection that they have for each other right away . 	1
but his wife is divorced and seeing another man , and now it looks like they may move away together . 	1
the son goes with them , of course . 	1
the movie sets up this early material with good timing and a remarkable balance of jim carrey's over-the-top persona with reality . 	1
then the plot springs into action : after being snubbed ( not deliberately ) by his father at his birthday , the kid makes a wish as he blows out the birthday candles : that for just one day , dad can't lie . 	1
he gets the wish . 	1
what happens next is sidesplitting . 	1
everything turns into a confrontation : when cornered by a bum for some change , he shouts , " no ! 	1
i'm not giving you any money because i know you'll spend it on booze ! 	1
all i want to do is to get to the office without having to step over the debris of our decaying society ! " 	1
he can't even get into an elevator without earning a black eye . 	1
and what's worse , he's now gotten himself into an expensive divorce settlement that requires him to twist the truth like abstract wire sculpture . 	1
carrey , who i used to find unfunny , has gotten better at his schtick , even if it's a limited one . 	1
he uses it to great effect in this movie . 	1
there is a scene where he tries to test his ability to lie and nearly demolishes his office in the process ( there's a grin breaking out across my face right now , just remembering the scene ) . 	1
he can't even write the lie ; his fingers twitch , his body buckles like someone in the throes of cyanide poisoning , and when he tries to talk it's like he's speaking in tongues . 	1
equally funny is a scene where he beats himself to a pulp ( don't ask why ) , tries to drink water to keep from having outbursts in the courtroom ( it fails , with semi-predictable results ) , and winds up biting the bullet when he gets called into the boardroom to have everyone ask what they think of them . 	1
this scene alone may force people to stop the tape for minutes on end . 	1
the movie sustains its laughs and also its flashes of insight until almost the end . 	1
a shame , too , because the movie insists on having a big , ridiculous climax that involves carrey's character flagging down a plane using a set of motorized stairs , then breaking his leg , etc . a simple reconciliation would do the trick . 	1
why is this stupid pent-up climax always obligatory ? 	1
it's not even part of the movie's real agenda . 	1
thankfully , liar liar survives it , and so does carrey . 	1
maybe they were being merciful , on reflection . 	1
if i'd laughed any more , i might have needed an iron lung . 	1
maybe the most important thing about this movie is that it's not handled like the hallmark hall of fame movie of the month , because it very well could have been a manipulative tearjerker , broadcasted on abc on a monday night , starring kelly martin and yasmeen bleeth , respectively . 	1
because it's not handled like the greatest story ever told is precisely why it's so great . 	1
underneath the to-die-for cinematography , the brilliant acting , and incessantly wonderful direction is a film of modesty , not sure whether or not this story is totally great but with the balls to run with it , tell it in a certain original way . 	1
it doesn't merely go from plot point to plot point . 	1
it goes from character to character . 	1
it obsesses itself with the depth and the style of it all , and makes the story of a world-reknowned cellist who contracts ms and dies prematurely into the story of two sisters , both musicians , who have a totally unique relationship . 	1
it's that their relationship is the center of the story that makes this film transcend any cornball , shamelessly tired tearjerker qualities it could have had and makes this , unlike " patch adams , " effortlessly emotional and real . 	1
in short , this movie is just awesome . 	1
it merely tells its story really well , and that's something that just has to be commended these days , when most stories are botched because they're not told by great storytellers . 	1
director anand tucker tells this story well . 	1
he overdramaticizes everything , but still keeps it real . 	1
the film tells the story of hilary and jacqueline du pr ? ( rachel griffiths and emily watson , respectively ) , two sisters who are first seen in childhood ( played by auriol evans and keely flanders , respectively ) as the very best of friends . 	1
they are also both musicians , hilary a flutist and jackie a cellist , and when it all begins , both are considered child prodigies , but hilary is seen as the better of the two . 	1
jackie , a bit jealous , works and works at her playing skills , and soon the tables are turned . 	1
when they both hit adulthood , hilary strives for a comeback , while her sister is playing in famous halls around the world , but instead of fame , captures the heart of a hapless , joyful conductor , kiffer finzi ( david morissey , in a semi-star-making turn ) . 	1
they marry , after a short courtship , and move to a lovely country house , making jackie incredibly jealous since her cello playing becomes a symbol of her current life : when she plays , she has the eyes of the world , but when she stops , she's alone . 	1
she enters into a shallow relationship with an equally famous pianist , daniel barenboim ( james frain ) , in hopes that she may overcloud her sister , but she eventually begins to lose it , and runs away to hilary's country home , where she hopes to gain admittance by hilary to sleep with her husband , since no one she sleeps with gives her any pleasure . 	1
it's all terribly melodramtic , as you can see , and by the time jackie has contracted ms ( in a brilliantly edited scene that surpasses the breakdown scene in the semi-smiliar " shine " in technical and emotional devastation ) , it would have been the time that i could easily call the sign for melodramatic overload if it hadn't been handled in such a way . 	1
the key thing here is that it's not about her gradual death and slip into insanity but rather that it's about her tumultuous relationship with her sister , which , i might add , is perfectly realized . 	1
their relationship is the most down-to-earth complex entity of the year : they love eachother more than anyone else in the entire world , but they're also completely jealous of one another . 	1
when a young jackie surpasses her playing abilities , she tries in vain to make a comeback but can't , and almost seems to marry to get back at jackie for her success . 	1
when jackie lands on top and sees her sister marry a wonderful man , she is jealous of her lifestyle to the most extensive brinks that i've ever seen in a film ( only two sisters who truly love eachother would dare share the same man ) . 	1
and the whole time , their love for eachother is never doubted or even tested . 	1
another thing i really liked is emily watson's performance . 	1
i usually make it a note to never overpraise an actor for playing either a drunkard or a lunatic or someone with a mortal disease ( or any combination of the three ) . 	1
my reasoning for this is that it's a fucking easy job . 	1
the worst case for this very year may be thandie newton in " beloved " : sure , she's good , but what's so tough about playing a woman who stumbles around , slurs her words together , and acts like a three year old inside a 20-year old's body ? 	1
hell , i could play that if i had a pair of breasts . 	1
in that same exact movie , though , is a performance by kimberly elise where she has to be the rock that holds the family together as her mother slowly goes insane , her brothers run off never to be seen again , and her mother's lover is scared off . 	1
she has to actually deal with real emotions , something much harder than mere stumbling about . 	1
but the academy of arts and sciences loves loves loves overpraising performances like newtons . 	1
if you don't believe me , look at jack nicholson's performance in " as good as it gets " : great performance , but easy job . 	1
this isn't so for watson , though , because her insanity comes from real emotions , not just a plot point . 	1
and thanks to the opening sequence , where we see her and hilary as kids , we understand the motives behind all her actions , and by the time she actually contracts ms and begins to loose her sanity and her life , we've already understood that this is the last straw for a woman plagued with terrible neuroses . 	1
rachel griffiths , who would have otherwise been the understudy to watson's protagonist , actually matches watson step-for-step , because as watson grows insane , and demands unspeakable things from her , griffiths holds her own , and has to deal with what she is able to give her sister who needs emotional help from her . 	1
griffiths , an otherwise unknown actress ( and watson being famous from " breaking the waves " and " the boxer " ) , is absolutely brilliant , just as absolutely brilliant as watson is , and if the academy and all the other critics groups , who've already deemed watson's performance the best of the year , glance over hers because she's the one who doesn't get to go insane ( read : she gets the boring role ) , then the scream of hysteria you hear will be from me . 	1
after all , griffiths has the thankless job of keeping things real - the tom cruise role in " rainman " ( the one who should have gotten oscar consideration and not hoffman ) . 	1
she does , and if anyone deserves accolades from the academy this year , it's griffiths . 	1
together , the two actresses work extremely well , though , and both have to go through deep emotional hell , the likes of which haven't been seen this year . 	1
if it hadn't been for an otherwise not-totally-great final section that deals way too much with jackie and not enough with hilary ( when the two had gotten equal treatment for the entirety ) , i'd say this is one of the top ten best films of the year . 	1
it's so close to perfection , in its structure , its treatment of its subject , and its beautiful technical specifications ( cinematography nomination , without a shred of doubt in my mind , and maybe film editing ) , that it's nearly a shame that it's not the flawless gem that it should be . 	1
but , hey , as it is , i can hardly complain . 	1
as i write the review for the new hanks/ryan romantic comedy you've got mail , i am acutely aware that i am typing it on a computer and sending it a billion miles away on the internet . 	1
i am also aware that i have just spent the last 2 hours watching the world's biggest paid commercial for america online . 	1
and i wonder : is that so bad ? 	1
well , the commercial part is . 	1
as for the movie , well , as long as i can watch tom hanks and meg ryan , i think i'll be okay . 	1
to paraphrase james berardinelli , whose reviews i admire very much , tom hanks and meg ryan can act . 	1
they are both wonderful , but for all of hanks' glorious work in serious films , such as his magnificent performance in saving private ryan , and his glorious triumph in philadelphia , i like him best when he's suitably obnoxious . 	1
tom hanks is wonderful when he is obnoxious in a romantic comedy when he's going to get the girl : the only question is how ? 	1
meg ryan , america's high school sweetheart , can act . 	1
she's had a handful of memorable performances , including the great scene in the diner in when harry met sally ( i must not mention what she does , due to the , well , um , you get the idea , and if you don't , get the movie-- fantastic ) . 	1
but , i like her best when she's , well , perky . 	1
she is so adorably perky/cute that together with hanks , they are the most amazing onscreen duo in my short lifetime . 	1
some people have them going back to really old classic romantic couples , but i don't really know . 	1
all i know is that i just like them both . 	1
they have such wonderfully kinetic chemistry that's really hard to resist , and i'm not going to even try . 	1
they're just really , really cute , sweet , and charming . 	1
hanks and ryan collaborate once again with nora ephron , who directed them in the megahit sleepless in seattle . 	1
here , the setup is a little different . 	1
kathleen kelly ( ryan ) owns a small children's bookstore which her mother founded 42 years ago and passed down to her . 	1
she is successful , beautiful , and dates a well-known columnist with very radical idea ( kinnear ) . 	1
she is also having an affair , of sorts . 	1
you see , kathleen , with the handle shopgirl , is secretly emailing ny152 . 	1
they have a strictly un-detailed relationship : there are no specifics , and they have no idea who each other is . 	1
ny152 happens to be joe fox ( hanks ) , a multimillionaire bookseller who is the heir to the fortune of the fox chain of mega-bookstores , run by his father ( coleman ) . 	1
fox books has decided to open a store on the west side , right across from a little children's bookseller named " shop around the corner " , run by a perky girl named kathleen kelly . 	1
every morning , these two email each other silly , and every day , they fight " to the death ! ! " . 	1
it's a charming premise , and one that works nicely , balancing the immense troubles kathleen is in with the romance she wants to have . 	1
it also has the great sense of being a classic romance : there is no " let's have sex tonight " mantra , if you'll excuse my bluntness . 	1
this is a solid romance built around that vague concept of love . 	1
hmm . well , the movie goes through twists and turns , having some sad moments and happy ones , until at one moment tom hanks and meg ryan " hook up " , to use modern terminology , and kiss their way into happiness . 	1
you know it's going to happen , the question is now ? 	1
thankfully , ephron has a wonderful supporting cast with posey , kinnear , chappelle , and a host of others , including a great scene involving brothers , aunts , and two sweet kids . 	1
it's all cute and wonderful , and for all of the idealism , it makes me feel good . 	1
hanks is as obnoxious as ever on the outside and as warm on the inside as he always is . 	1
he is , i believe , america's greatest actor . 	1
does he show it here ? 	1
nah . 	1
but he's still tom hanks , and she's still meg ryan . 	1
which is what this movie boils down to . 	1
it's pure confection . 	1
all the bits about the godfather , the jokes , the superb script , it's all really sweet . 	1
there are some immense flaws , like pacing . 	1
the last third of the movie really doesn't work as well as i would have liked , and for a romantic comedy , it's slow . 	1
once hanks knows the secret , it gets really slow . 	1
i even looked at my watch a couple times , to make sure ephron was going to deliver the big onscreen kiss i was waiting for , so that i could get home at a reasonable hour . 	1
the other problem is that this movie is shaping up to be really dated . 	1
e-mail ? 	1
when my kids are my age , i don't know what we'll be using . 	1
but hanks can do more with one eyeroll than anybody , and meg ryan just loves to dive into a pillow better than anyone in movie history . 	1
they just work together , and it's nice to see . 	1
it gives you , well , a smile . 	1
the script helps with some great lines that are absolutely hilarious , and that always come at the exact right time to keep the audience awake . 	1
i was arguing with my father on the drive back home on what the purpose of movies was . 	1
i've always believed that movies are very powerful , very powerful indeed . 	1
you see , mankind has three abilities he needs to survive : the ability to think , entertain , and procreate . 	1
movies can definitely do the first two , and as for the third , well , i'd rather not think about that . 	1
i always thought films that made you think enlightened you and made you see something from another viewpoint , and that films that entertained you were good , because you forgot about your troubles and thought about something nice for a night . 	1
and i was thinking about how incredible a year tom hanks has had . 	1
hanks was the driving force behind one of the year's best films in saving private ryan , which is one of those thinking films that truly made someone wonder about the world . 	1
he's also half of the glue behind the year's best example of pure entertainment . 	1
tom hanks and meg ryan are magical , as is this movie . 	1
it's a sweet , lovely affair with a technology twist . 	1
it may be a long commercial , but it gave me a pretty big smile on my face . 	1
are we victims of fate in life or can we create our own destiny ? 	1
director/writer brad anderson seems to be saying yes to both questions in his witty film " next stop wonderland " . 	1
the two main characters , alan and erin , spend the entire movie in each other's orbit , catching glimpses of one another , yet not quite connecting until the inevitable conclusion . 	1
is it fate that keeps them near each other and ultimately puts them together ? 	1
does this predestination carry over to all aspects of life ? 	1
as the film starts , erin castleton ( hope davis ) , a melancholy 29- year old late shift nurse , is ending her live-in relationship with her boyfriend ( hoffman ) . 	1
rather , he is ending it with her . 	1
arriving home from work , erin finds her boyfriend parked in front of their apartment , car packed with his belongings . 	1
in a fumbling , amusing and self deluding ramble , he instructs erin to watch a videotape he's made detailing why their relationship is doomed to fail and why he's leaving . 	1
it's obvious he lacks the courage to confront her directly as he rails on about accomplishing something with his life and taking a stand , all the while backpedaling his way out of their relationship . 	1
he then flees the scene with the grace of an inept thief . 	1
erin's mother ( holland taylor , in a surprisingly effective , small role ) , fearing that her daughter will be without a man in her life , takes out a personal ad for erin . 	1
to erin's embarrassed horror , the ad describes her as a " frisky , cultured , carefree professional with a zest for life " . 	1
eventually , erin responds to the tidal wave of responses , which makes for some of the most humorous , telling moments of the movie as she meets prospective suitors and " poseurs " . 	1
alan , a plumber and aspiring marine biologist , first spots erin as he's cleaning the inside glass of a fish tank at the boston aquarium . 	1
wearing a wet suit and goggles , he follows erin from window to window , separated by the glass as erin , oblivious to his gaze , enjoys the fish . 	1
later , we see him on a train as she sits on a platform outside , mere feet away . 	1
the movie spends it's entirety having their paths circle each other without crossing . 	1
there are several subplots involving alan . 	1
one concerns his attempts to get on the job track at the boston aquarium , thereby escaping his apparent fate to carry on the family plumbing business . 	1
